sample_id,source_file,source_group,class_id,class_name,split,sample_rate,channels,duration,num_samples,start_sample,end_sample
target_word_00000.wav,dataset/raw/target_word/shrini012_target_word_raw.wav,shrini012,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00001.wav,dataset/raw/target_word/shrini013_target_word_raw.wav,shrini013,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00002.wav,dataset/raw/target_word/shrini009_target_word_raw.wav,shrini009,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00003.wav,dataset/raw/target_word/shrini010_target_word_raw.wav,shrini010,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00004.wav,dataset/raw/target_word/shrini008_target_word_raw.wav,shrini008,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00005.wav,dataset/raw/target_word/shrini011_target_word_raw.wav,shrini011,0,target_word,test,16000,1,1.0,16000,0,16000
target_word_00006.wav,dataset/raw/target_word/shrini040_target_word_raw.wav,shrini040,0,target_word,validation,16000,1,1.0,16000,0,16000
target_word_00007.wav,dataset/raw/target_word/shrini017_target_word_raw.wav,shrini017,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00008.wav,dataset/raw/target_word/shrini016_target_word_raw.wav,shrini016,0,target_word,test,16000,1,1.0,16000,0,16000
target_word_00009.wav,dataset/raw/target_word/shrini015_target_word_raw.wav,shrini015,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00010.wav,dataset/raw/target_word/shrini014_target_word_raw.wav,shrini014,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00011.wav,dataset/raw/target_word/shrini019_target_word_raw.wav,shrini019,0,target_word,validation,16000,1,1.0,16000,0,16000
target_word_00012.wav,dataset/raw/target_word/shrini001_target_word_raw.wav,shrini001,0,target_word,validation,16000,1,1.0,16000,0,16000
target_word_00013.wav,dataset/raw/target_word/shrini018_target_word_raw.wav,shrini018,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00014.wav,dataset/raw/target_word/shrini002_target_word_raw.wav,shrini002,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00015.wav,dataset/raw/target_word/shrini003_target_word_raw.wav,shrini003,0,target_word,test,16000,1,1.0,16000,0,16000
target_word_00016.wav,dataset/raw/target_word/shrini005_target_word_raw.wav,shrini005,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00017.wav,dataset/raw/target_word/shrini004_target_word_raw.wav,shrini004,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00018.wav,dataset/raw/target_word/shrini007_target_word_raw.wav,shrini007,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00019.wav,dataset/raw/target_word/shrini006_target_word_raw.wav,shrini006,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00020.wav,dataset/raw/target_word/shrini036_target_word_raw.wav,shrini036,0,target_word,validation,16000,1,1.0,16000,0,16000
target_word_00021.wav,dataset/raw/target_word/shrini037_target_word_raw.wav,shrini037,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00022.wav,dataset/raw/target_word/shrini034_target_word_raw.wav,shrini034,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00023.wav,dataset/raw/target_word/shrini035_target_word_raw.wav,shrini035,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00024.wav,dataset/raw/target_word/shrini033_target_word_raw.wav,shrini033,0,target_word,validation,16000,1,1.0,16000,0,16000
target_word_00025.wav,dataset/raw/target_word/shrini032_target_word_raw.wav,shrini032,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00026.wav,dataset/raw/target_word/shrini031_target_word_raw.wav,shrini031,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00027.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk000,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00028.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk001,0,target_word,train,16000,1,1.0,16000,16000,32000
target_word_00029.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk002,0,target_word,train,16000,1,1.0,16000,32000,48000
target_word_00030.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk003,0,target_word,train,16000,1,1.0,16000,48000,64000
target_word_00031.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk004,0,target_word,train,16000,1,1.0,16000,64000,80000
target_word_00032.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk005,0,target_word,train,16000,1,1.0,16000,80000,96000
target_word_00033.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk006,0,target_word,train,16000,1,1.0,16000,96000,112000
target_word_00034.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk007,0,target_word,train,16000,1,1.0,16000,112000,128000
target_word_00035.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk008,0,target_word,test,16000,1,1.0,16000,128000,144000
target_word_00036.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk009,0,target_word,validation,16000,1,1.0,16000,144000,160000
target_word_00037.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk010,0,target_word,validation,16000,1,1.0,16000,160000,176000
target_word_00038.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk011,0,target_word,train,16000,1,1.0,16000,176000,192000
target_word_00039.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk012,0,target_word,test,16000,1,1.0,16000,192000,208000
target_word_00040.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk013,0,target_word,train,16000,1,1.0,16000,208000,224000
target_word_00041.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk014,0,target_word,validation,16000,1,1.0,16000,224000,240000
target_word_00042.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk015,0,target_word,train,16000,1,1.0,16000,240000,256000
target_word_00043.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk016,0,target_word,train,16000,1,1.0,16000,256000,272000
target_word_00044.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk017,0,target_word,test,16000,1,1.0,16000,272000,288000
target_word_00045.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk018,0,target_word,test,16000,1,1.0,16000,288000,304000
target_word_00046.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk019,0,target_word,validation,16000,1,1.0,16000,304000,320000
target_word_00047.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk020,0,target_word,train,16000,1,1.0,16000,320000,336000
target_word_00048.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk021,0,target_word,train,16000,1,1.0,16000,336000,352000
target_word_00049.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk022,0,target_word,train,16000,1,1.0,16000,352000,368000
target_word_00050.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk023,0,target_word,validation,16000,1,1.0,16000,368000,384000
target_word_00051.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk024,0,target_word,train,16000,1,1.0,16000,384000,400000
target_word_00052.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk025,0,target_word,train,16000,1,1.0,16000,400000,416000
target_word_00053.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk026,0,target_word,train,16000,1,1.0,16000,416000,432000
target_word_00054.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk027,0,target_word,train,16000,1,1.0,16000,432000,448000
target_word_00055.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk028,0,target_word,train,16000,1,1.0,16000,448000,464000
target_word_00056.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk029,0,target_word,train,16000,1,1.0,16000,464000,480000
target_word_00057.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk030,0,target_word,train,16000,1,1.0,16000,480000,496000
target_word_00058.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk031,0,target_word,test,16000,1,1.0,16000,496000,512000
target_word_00059.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk032,0,target_word,validation,16000,1,1.0,16000,512000,528000
target_word_00060.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk033,0,target_word,train,16000,1,1.0,16000,528000,544000
target_word_00061.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk034,0,target_word,test,16000,1,1.0,16000,544000,560000
target_word_00062.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk035,0,target_word,train,16000,1,1.0,16000,560000,576000
target_word_00063.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk036,0,target_word,train,16000,1,1.0,16000,576000,592000
target_word_00064.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk037,0,target_word,train,16000,1,1.0,16000,592000,608000
target_word_00065.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk038,0,target_word,train,16000,1,1.0,16000,608000,624000
target_word_00066.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk039,0,target_word,train,16000,1,1.0,16000,624000,640000
target_word_00067.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk040,0,target_word,validation,16000,1,1.0,16000,640000,656000
target_word_00068.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk041,0,target_word,train,16000,1,1.0,16000,656000,672000
target_word_00069.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk042,0,target_word,train,16000,1,1.0,16000,672000,688000
target_word_00070.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk043,0,target_word,validation,16000,1,1.0,16000,688000,704000
target_word_00071.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk044,0,target_word,train,16000,1,1.0,16000,704000,720000
target_word_00072.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk045,0,target_word,train,16000,1,1.0,16000,720000,736000
target_word_00073.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk046,0,target_word,train,16000,1,1.0,16000,736000,752000
target_word_00074.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk047,0,target_word,test,16000,1,1.0,16000,752000,768000
target_word_00075.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk048,0,target_word,test,16000,1,1.0,16000,768000,784000
target_word_00076.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk049,0,target_word,validation,16000,1,1.0,16000,784000,800000
target_word_00077.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk050,0,target_word,train,16000,1,1.0,16000,800000,816000
target_word_00078.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk051,0,target_word,validation,16000,1,1.0,16000,816000,832000
target_word_00079.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk052,0,target_word,test,16000,1,1.0,16000,832000,848000
target_word_00080.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk053,0,target_word,train,16000,1,1.0,16000,848000,864000
target_word_00081.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk054,0,target_word,train,16000,1,1.0,16000,864000,880000
target_word_00082.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk055,0,target_word,train,16000,1,1.0,16000,880000,896000
target_word_00083.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk056,0,target_word,train,16000,1,1.0,16000,896000,912000
target_word_00084.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk057,0,target_word,train,16000,1,1.0,16000,912000,928000
target_word_00085.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk058,0,target_word,train,16000,1,1.0,16000,928000,944000
target_word_00086.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk059,0,target_word,test,16000,1,1.0,16000,944000,960000
target_word_00087.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk060,0,target_word,train,16000,1,1.0,16000,960000,976000
target_word_00088.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk061,0,target_word,train,16000,1,1.0,16000,976000,992000
target_word_00089.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk062,0,target_word,test,16000,1,1.0,16000,992000,1008000
target_word_00090.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk063,0,target_word,test,16000,1,1.0,16000,1008000,1024000
target_word_00091.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk064,0,target_word,train,16000,1,1.0,16000,1024000,1040000
target_word_00092.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk065,0,target_word,train,16000,1,1.0,16000,1040000,1056000
target_word_00093.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk066,0,target_word,test,16000,1,1.0,16000,1056000,1072000
target_word_00094.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk067,0,target_word,validation,16000,1,1.0,16000,1072000,1088000
target_word_00095.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk068,0,target_word,train,16000,1,1.0,16000,1088000,1104000
target_word_00096.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk069,0,target_word,train,16000,1,1.0,16000,1104000,1120000
target_word_00097.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk070,0,target_word,validation,16000,1,1.0,16000,1120000,1136000
target_word_00098.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk071,0,target_word,train,16000,1,1.0,16000,1136000,1152000
target_word_00099.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk072,0,target_word,train,16000,1,1.0,16000,1152000,1168000
target_word_00100.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk073,0,target_word,train,16000,1,1.0,16000,1168000,1184000
target_word_00101.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk074,0,target_word,train,16000,1,1.0,16000,1184000,1200000
target_word_00102.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk075,0,target_word,train,16000,1,1.0,16000,1200000,1216000
target_word_00103.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk076,0,target_word,test,16000,1,1.0,16000,1216000,1232000
target_word_00104.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk077,0,target_word,train,16000,1,1.0,16000,1232000,1248000
target_word_00105.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk078,0,target_word,train,16000,1,1.0,16000,1248000,1264000
target_word_00106.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk079,0,target_word,train,16000,1,1.0,16000,1264000,1280000
target_word_00107.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk080,0,target_word,train,16000,1,1.0,16000,1280000,1296000
target_word_00108.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk081,0,target_word,test,16000,1,1.0,16000,1296000,1312000
target_word_00109.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk082,0,target_word,train,16000,1,1.0,16000,1312000,1328000
target_word_00110.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk083,0,target_word,train,16000,1,1.0,16000,1328000,1344000
target_word_00111.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk084,0,target_word,train,16000,1,1.0,16000,1344000,1360000
target_word_00112.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk085,0,target_word,train,16000,1,1.0,16000,1360000,1376000
target_word_00113.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk086,0,target_word,train,16000,1,1.0,16000,1376000,1392000
target_word_00114.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk087,0,target_word,train,16000,1,1.0,16000,1392000,1408000
target_word_00115.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk088,0,target_word,train,16000,1,1.0,16000,1408000,1424000
target_word_00116.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk089,0,target_word,test,16000,1,1.0,16000,1424000,1440000
target_word_00117.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk090,0,target_word,test,16000,1,1.0,16000,1440000,1456000
target_word_00118.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk091,0,target_word,validation,16000,1,1.0,16000,1456000,1472000
target_word_00119.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk092,0,target_word,train,16000,1,1.0,16000,1472000,1488000
target_word_00120.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk093,0,target_word,validation,16000,1,1.0,16000,1488000,1504000
target_word_00121.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk094,0,target_word,validation,16000,1,1.0,16000,1504000,1520000
target_word_00122.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk095,0,target_word,train,16000,1,1.0,16000,1520000,1536000
target_word_00123.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk096,0,target_word,train,16000,1,1.0,16000,1536000,1552000
target_word_00124.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk097,0,target_word,train,16000,1,1.0,16000,1552000,1568000
target_word_00125.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk098,0,target_word,train,16000,1,1.0,16000,1568000,1584000
target_word_00126.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk099,0,target_word,train,16000,1,1.0,16000,1584000,1600000
target_word_00127.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk100,0,target_word,train,16000,1,1.0,16000,1600000,1616000
target_word_00128.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk101,0,target_word,train,16000,1,1.0,16000,1616000,1632000
target_word_00129.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk102,0,target_word,train,16000,1,1.0,16000,1632000,1648000
target_word_00130.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk103,0,target_word,train,16000,1,1.0,16000,1648000,1664000
target_word_00131.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk104,0,target_word,train,16000,1,1.0,16000,1664000,1680000
target_word_00132.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk105,0,target_word,train,16000,1,1.0,16000,1680000,1696000
target_word_00133.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk106,0,target_word,train,16000,1,1.0,16000,1696000,1712000
target_word_00134.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk107,0,target_word,train,16000,1,1.0,16000,1712000,1728000
target_word_00135.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk108,0,target_word,train,16000,1,1.0,16000,1728000,1744000
target_word_00136.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk109,0,target_word,test,16000,1,1.0,16000,1744000,1760000
target_word_00137.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk110,0,target_word,train,16000,1,1.0,16000,1760000,1776000
target_word_00138.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk111,0,target_word,test,16000,1,1.0,16000,1776000,1792000
target_word_00139.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk112,0,target_word,train,16000,1,1.0,16000,1792000,1808000
target_word_00140.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk113,0,target_word,train,16000,1,1.0,16000,1808000,1824000
target_word_00141.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk114,0,target_word,train,16000,1,1.0,16000,1824000,1840000
target_word_00142.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk115,0,target_word,train,16000,1,1.0,16000,1840000,1856000
target_word_00143.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk116,0,target_word,train,16000,1,1.0,16000,1856000,1872000
target_word_00144.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk117,0,target_word,test,16000,1,1.0,16000,1872000,1888000
target_word_00145.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk118,0,target_word,train,16000,1,1.0,16000,1888000,1904000
target_word_00146.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk119,0,target_word,train,16000,1,1.0,16000,1904000,1920000
target_word_00147.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk120,0,target_word,test,16000,1,1.0,16000,1920000,1936000
target_word_00148.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk121,0,target_word,train,16000,1,1.0,16000,1936000,1952000
target_word_00149.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk122,0,target_word,train,16000,1,1.0,16000,1952000,1968000
target_word_00150.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk123,0,target_word,validation,16000,1,1.0,16000,1968000,1984000
target_word_00151.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk124,0,target_word,train,16000,1,1.0,16000,1984000,2000000
target_word_00152.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk125,0,target_word,train,16000,1,1.0,16000,2000000,2016000
target_word_00153.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk126,0,target_word,train,16000,1,1.0,16000,2016000,2032000
target_word_00154.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk127,0,target_word,train,16000,1,1.0,16000,2032000,2048000
target_word_00155.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk128,0,target_word,train,16000,1,1.0,16000,2048000,2064000
target_word_00156.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk129,0,target_word,validation,16000,1,1.0,16000,2064000,2080000
target_word_00157.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk130,0,target_word,train,16000,1,1.0,16000,2080000,2096000
target_word_00158.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk131,0,target_word,train,16000,1,1.0,16000,2096000,2112000
target_word_00159.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk132,0,target_word,train,16000,1,1.0,16000,2112000,2128000
target_word_00160.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk133,0,target_word,validation,16000,1,1.0,16000,2128000,2144000
target_word_00161.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk134,0,target_word,train,16000,1,1.0,16000,2144000,2160000
target_word_00162.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk135,0,target_word,train,16000,1,1.0,16000,2160000,2176000
target_word_00163.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk136,0,target_word,train,16000,1,1.0,16000,2176000,2192000
target_word_00164.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk137,0,target_word,train,16000,1,1.0,16000,2192000,2208000
target_word_00165.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk138,0,target_word,validation,16000,1,1.0,16000,2208000,2224000
target_word_00166.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk139,0,target_word,test,16000,1,1.0,16000,2224000,2240000
target_word_00167.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk140,0,target_word,train,16000,1,1.0,16000,2240000,2256000
target_word_00168.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk141,0,target_word,train,16000,1,1.0,16000,2256000,2272000
target_word_00169.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk142,0,target_word,validation,16000,1,1.0,16000,2272000,2288000
target_word_00170.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk143,0,target_word,validation,16000,1,1.0,16000,2288000,2304000
target_word_00171.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk144,0,target_word,train,16000,1,1.0,16000,2304000,2320000
target_word_00172.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk145,0,target_word,train,16000,1,1.0,16000,2320000,2336000
target_word_00173.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk146,0,target_word,train,16000,1,1.0,16000,2336000,2352000
target_word_00174.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk147,0,target_word,validation,16000,1,1.0,16000,2352000,2368000
target_word_00175.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk148,0,target_word,test,16000,1,1.0,16000,2368000,2384000
target_word_00176.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk149,0,target_word,train,16000,1,1.0,16000,2384000,2400000
target_word_00177.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk150,0,target_word,validation,16000,1,1.0,16000,2400000,2416000
target_word_00178.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk151,0,target_word,train,16000,1,1.0,16000,2416000,2432000
target_word_00179.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk152,0,target_word,validation,16000,1,1.0,16000,2432000,2448000
target_word_00180.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk153,0,target_word,train,16000,1,1.0,16000,2448000,2464000
target_word_00181.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk154,0,target_word,train,16000,1,1.0,16000,2464000,2480000
target_word_00182.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk155,0,target_word,test,16000,1,1.0,16000,2480000,2496000
target_word_00183.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk156,0,target_word,train,16000,1,1.0,16000,2496000,2512000
target_word_00184.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk157,0,target_word,train,16000,1,1.0,16000,2512000,2528000
target_word_00185.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk158,0,target_word,train,16000,1,1.0,16000,2528000,2544000
target_word_00186.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk159,0,target_word,test,16000,1,1.0,16000,2544000,2560000
target_word_00187.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk160,0,target_word,validation,16000,1,1.0,16000,2560000,2576000
target_word_00188.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk161,0,target_word,train,16000,1,1.0,16000,2576000,2592000
target_word_00189.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk162,0,target_word,train,16000,1,1.0,16000,2592000,2608000
target_word_00190.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk163,0,target_word,validation,16000,1,1.0,16000,2608000,2624000
target_word_00191.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk164,0,target_word,train,16000,1,1.0,16000,2624000,2640000
target_word_00192.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk165,0,target_word,train,16000,1,1.0,16000,2640000,2656000
target_word_00193.wav,dataset/raw/target_word/target_words_raw.wav,target_chunk166,0,target_word,test,16000,1,1.0,16000,2656000,2672000
target_word_00194.wav,dataset/raw/target_word/shrini028_target_word_raw.wav,shrini028,0,target_word,train,16000,1,1.0,16000,0,16000
