accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.25242719054222107,2.6506519317626953,0.3222222328186035,1.132892370223999,0.0010000000474974513,1
0.303398072719574,1.1689633131027222,0.36666667461395264,1.1059980392456055,0.0010000000474974513,2
0.3373786509037018,1.0896267890930176,0.46666666865348816,1.01547110080719,0.0010000000474974513,3
0.3883495032787323,1.0494130849838257,0.5666666626930237,0.9940328001976013,0.0010000000474974513,4
0.46116504073143005,1.036987543106079,0.5555555820465088,0.9660578966140747,0.0010000000474974513,5
0.4393203854560852,1.0118299722671509,0.4888888895511627,0.9300345778465271,0.0010000000474974513,6
0.4830096960067749,0.9796468019485474,0.5777778029441833,0.9210748672485352,0.0010000000474974513,7
0.4927184581756592,0.9564269781112671,0.6000000238418579,0.889896810054779,0.0010000000474974513,8
0.4830096960067749,0.9660879373550415,0.5777778029441833,0.8874794840812683,0.0010000000474974513,9
0.5194174647331238,0.9579702615737915,0.6222222447395325,0.9285567998886108,0.0010000000474974513,10
0.5364077687263489,0.9186393022537231,0.5666666626930237,0.8446004986763,0.0010000000474974513,11
0.5655339956283569,0.9080634117126465,0.699999988079071,0.7797510027885437,0.0010000000474974513,12
0.594660222530365,0.8327636122703552,0.7222222089767456,0.7149375081062317,0.0010000000474974513,13
0.6529126167297363,0.7934253215789795,0.7111111283302307,0.6762409806251526,0.0010000000474974513,14
0.655339777469635,0.7714174389839172,0.7333333492279053,0.6779391169548035,0.0010000000474974513,15
0.6868932247161865,0.7346146702766418,0.7666666507720947,0.6009645462036133,0.0010000000474974513,16
0.7305825352668762,0.6899031400680542,0.7888888716697693,0.5509117841720581,0.0010000000474974513,17
0.7330096960067749,0.6709674596786499,0.7444444298744202,0.6217566132545471,0.0010000000474974513,18
0.7257281541824341,0.6574326157569885,0.7444444298744202,0.616105854511261,0.0010000000474974513,19
0.7330096960067749,0.6502105593681335,0.8111110925674438,0.5553190112113953,0.0010000000474974513,20
0.7354369163513184,0.6461392641067505,0.7666666507720947,0.6073262691497803,0.0010000000474974513,21
0.7427184581756592,0.6339184641838074,0.7555555701255798,0.5843048691749573,0.0010000000474974513,22
0.7305825352668762,0.620888352394104,0.8111110925674438,0.49704310297966003,0.0005000000237487257,23
0.7597087621688843,0.5822843313217163,0.8333333134651184,0.4757630228996277,0.0005000000237487257,24
0.7864077687263489,0.5743783116340637,0.8333333134651184,0.4956357777118683,0.0005000000237487257,25
0.7694174647331238,0.5612159371376038,0.8222222328186035,0.492321640253067,0.0005000000237487257,26
0.7718446850776672,0.551720142364502,0.8666666746139526,0.4517861306667328,0.0005000000237487257,27
0.7524271607398987,0.5735667943954468,0.855555534362793,0.46335822343826294,0.0005000000237487257,28
0.7645630836486816,0.5658665895462036,0.8333333134651184,0.4833142161369324,0.0005000000237487257,29
0.7791262269020081,0.5091772079467773,0.8666666746139526,0.4382569193840027,0.0005000000237487257,30
0.803398072719574,0.5189918279647827,0.8666666746139526,0.46119922399520874,0.0005000000237487257,31
0.7742718458175659,0.5170363783836365,0.855555534362793,0.41811642050743103,0.0005000000237487257,32
0.7791262269020081,0.5186128616333008,0.8666666746139526,0.45436209440231323,0.0005000000237487257,33
0.7864077687263489,0.5042084455490112,0.800000011920929,0.46870794892311096,0.0005000000237487257,34
0.7742718458175659,0.513364315032959,0.8777777552604675,0.39758050441741943,0.0005000000237487257,35
0.7961165308952332,0.46440038084983826,0.855555534362793,0.43492940068244934,0.0005000000237487257,36
0.8252426981925964,0.47507283091545105,0.8666666746139526,0.40216583013534546,0.0005000000237487257,37
0.8009708523750305,0.47645261883735657,0.8666666746139526,0.4053994417190552,0.0005000000237487257,38
0.8155339956283569,0.4638139307498932,0.8777777552604675,0.4203360676765442,0.0005000000237487257,39
0.8228155374526978,0.4414966106414795,0.8111110925674438,0.43739429116249084,0.0005000000237487257,40
0.8300970792770386,0.44364261627197266,0.855555534362793,0.3930414021015167,0.0002500000118743628,41
0.8228155374526978,0.44564130902290344,0.8777777552604675,0.38008686900138855,0.0002500000118743628,42
0.856796145439148,0.40586501359939575,0.855555534362793,0.3972181975841522,0.0002500000118743628,43
0.8373786211013794,0.3960901200771332,0.8666666746139526,0.3820682168006897,0.0002500000118743628,44
0.8689320683479309,0.3712269961833954,0.8666666746139526,0.3774451017379761,0.0002500000118743628,45
0.844660222530365,0.39368611574172974,0.8666666746139526,0.3657394051551819,0.0002500000118743628,46
0.8495145440101624,0.37445709109306335,0.8666666746139526,0.38085898756980896,0.0002500000118743628,47
0.8592233061790466,0.37859228253364563,0.8444444537162781,0.3686080574989319,0.0002500000118743628,48
0.8689320683479309,0.35761308670043945,0.8777777552604675,0.3599388003349304,0.0002500000118743628,49
0.856796145439148,0.38776567578315735,0.8777777552604675,0.3559704124927521,0.0002500000118743628,50
